3111,SM11,SS5,,,,,,8,S2c,819888.258,813185.257,22.2573830,114.0179670,Open marine water,"1975-01-20 00:00:00",Y,Y,3,2,55,295,55,EWP5,"2004-05-14 00:00:00",1,819888.802,813185.207
3112,SM12,,,,,,,7,Som,819524.099,808420.394,22.2143500,114.0144830,Open marine water,"1975-01-20 00:00:00",Y,Y,3,2,56,,56,EWP5,"2004-05-14 00:00:00",1,819524.399,808420.309
3113,SM13,SS6,,,,,,6,Som,814119.732,808604.291,22.2159500,113.9620670,Open marine water,"1975-01-20 00:00:00",Y,Y,3,2,57,296,57,EWP5,"2004-05-14 00:00:00",1,814119.898,808604.360
3114,SM14,,,,,,,,Som,836822.918,811312.804,22.2405560,114.1822500,Open marine water,"1989-02-28 00:00:00",N,N,2,2,58,,58,EWP5,"2004-05-14 00:00:00",1,836822.918,811312.804
3115,SM15,,,,,,,,Som,838018.838,810501.945,22.2332330,114.1938500,Open marine water,"1989-02-28 00:00:00",N,N,2,2,59,,59,EWP5,"2004-05-14 00:00:00",1,838018.838,810501.945
3116,SM16,,,,,,,,Som,839596.649,808134.307,22.2118500,114.2091500,Open marine water,"1989-02-28 00:00:00",N,N,2,2,60,,60,EWP5,"2004-05-14 00:00:00",1,839596.649,808134.307
3117,SM17,,,,,,,12,Som,814115.106,801690.832,22.1535170,113.9621170,Open marine water,"1989-12-29 00:00:00",Y,Y,3,2,61,,61,EWP5,"2004-05-14 00:00:00",1,814115.022,801690.818
3118,SM18,,SM18,SM18,,,,21,Som,826182.224,801678.430,22.1535170,114.0791000,Open marine water,"1989-12-19 00:00:00",Y,Y,3,2,62,,62,EWP5,"2004-05-14 00:00:00",1,826182.588,801678.079
3119,SM19,,,,,,,24,Som,840504.713,801675.766,22.1535170,114.2179500,Open marine water,"1989-12-18 00:00:00",Y,Y,3,2,63,,63,EWP5,"2004-05-14 00:00:00",1,840505.614,801675.017
3120,SM20,,,,,,,7,Som,805875.714,803987.604,22.1741330,113.8822000,Open marine water,"1999-04-22 00:00:00",Y,Y,3,2,358,,358,EWP5,"2004-05-14 00:00:00",1,805875.319,803987.785
3131,SM31,SS31,,,,,,,SW,841573.662,811251.998,22.2400000,114.2283330,Open marine water,"1987-02-03 00:00:00",N,N,2,2,205,324,205,EWP5,"2004-05-14 00:00:00",1,841573.662,811251.998
3132,SM32,SS32,,,,,,,SW,841660.082,809867.833,22.2275000,114.2291670,Open marine water,"1987-02-03 00:00:00",N,N,2,2,206,325,206,EWP5,"2004-05-14 00:00:00",1,841660.082,809867.833
3133,SM33,SS33,,,,,,,SW,841832.184,808852.778,22.2183330,114.2308330,Open marine water,"1987-02-26 00:00:00",N,N,2,2,207,326,207,EWP5,"2004-05-14 00:00:00",1,841832.184,808852.778
3134,SM34,SS34,,,,,,,SW,842348.122,807745.605,22.2083330,114.2358330,Open marine water,"1987-02-03 00:00:00",N,N,2,2,208,327,208,EWP5,"2004-05-14 00:00:00",1,842348.122,807745.605
3135,SM35,SS35,,,,,,,SW,844238.759,807469.566,22.2058330,114.2541670,Open marine water,"1987-02-03 00:00:00",N,N,2,2,209,328,209,EWP5,"2004-05-14 00:00:00",1,844238.759,807469.566
3136,SM51,,,,,,,,SW,821994.635,820032.460,22.3192360,114.0383330,Open marine water,"1975-01-20 00:00:00",N,N,2,2,210,,210,EWP5,"2004-05-14 00:00:00",1,821994.635,820032.460
3137,SM52,,,,,,,,SW,818894.046,811722.823,22.2441670,114.0083330,Open marine water,"1975-01-20 00:00:00",N,N,2,2,211,,211,EWP5,"2004-05-14 00:00:00",1,818894.046,811722.823
3138,SM53,,,,,,,,SW,817377.759,808217.954,22.2125000,113.9936670,Open marine water,"1975-07-02 00:00:00",N,N,2,2,212,,212,EWP5,"2004-05-14 00:00:00",1,817377.759,808217.954
3139,SM54,,,,,,,,SW,806344.908,808512.327,22.2150000,113.8866670,Open marine water,"1974-12-08 00:00:00",N,N,2,2,213,,213,EWP5,"2004-05-14 00:00:00",1,806344.908,808512.327
3201,PM1,,,,,,,6,P2c,847479.689,827574.380,22.3873670,114.2857500,Open marine water,"1975-01-06 00:00:00",Y,Y,3,3,34,,34,EWP5,"2004-05-14 00:00:00",1,847481.468,827573.887
3202,PM2,,,,,,,8,P2c,846694.352,826468.321,22.3773830,114.2781170,Open marine water,"1982-07-12 00:00:00",Y,Y,3,3,35,,35,EWP5,"2004-05-14 00:00:00",1,846696.116,826467.756
3203,PM3,PS3,,,,,,13,P2c,847077.749,825569.780,22.3692670,114.2818330,Open marine water,"1982-07-12 00:00:00",Y,Y,3,3,36,306,36,EWP5,"2004-05-14 00:00:00",1,847079.434,825569.263
3204,PM4,,,,,,,6,P2c,850353.346,827019.357,22.3823330,114.3136500,Open marine water,"1982-07-12 00:00:00",Y,Y,3,3,37,,37,EWP5,"2004-05-14 00:00:00",1,850355.196,827018.701
3206,PM6,,,,,,,11,P2c,845882.517,823623.743,22.3517000,114.2702170,Open marine water,"1975-01-06 00:00:00",Y,N,3,3,39,,39,EWP5,"2004-05-14 00:00:00",1,845884.188,823623.188
3207,PM7,PS5,,,,,,17,P2c,848441.446,822427.754,22.3408830,114.2950500,Open marine water,"1982-07-12 00:00:00",Y,Y,3,3,40,323,40,EWP5,"2004-05-14 00:00:00",1,848443.132,822427.071
3208,PM8,PS6,,,,,,20,P2c,850232.598,820057.687,22.3194670,114.3124170,Open marine water,"1985-07-23 00:00:00",Y,Y,3,3,41,308,41,EWP5,"2004-05-14 00:00:00",1,850234.320,820056.987
3209,PM9,,,,,,,15,P2c,852721.560,822571.966,22.3421500,114.3366000,Open marine water,"1985-07-23 00:00:00",Y,Y,3,3,42,,42,EWP5,"2004-05-14 00:00:00",1,852723.384,822571.204
3211,PM11,,,,,,,21,P2c,852667.415,820192.949,22.3206670,114.3360500,Open marine water,"1993-10-26 00:00:00",Y,Y,3,3,154,,154,EWP5,"2004-05-14 00:00:00",1,852669.185,820192.184
3250,PM50,,,,,,,,PS,852039.849,826208.238,22.3750000,114.3300000,Open marine water,"1990-08-03 00:00:00",N,N,2,3,44,,44,EWP5,"2004-05-14 00:00:00",1,852039.849,826208.238
3251,PM51,,,,,,,,PS,847970.964,827127.520,22.3833330,114.2905000,Open marine water,"1982-07-12 00:00:00",N,N,2,3,227,,227,EWP5,"2004-05-14 00:00:00",1,847970.964,827127.520
3252,PM52,,,,,,,,PS,845586.835,824099.185,22.3560000,114.2673330,Open marine water,"1982-07-12 00:00:00",N,N,2,3,228,,228,EWP5,"2004-05-14 00:00:00",1,845586.835,824099.185
3253,PM53,,,,,,,,PS,844711.122,824412.426,22.3588330,114.2588330,Open marine water,"1982-07-12 00:00:00",N,N,2,3,229,,229,EWP5,"2004-05-14 00:00:00",1,844711.122,824412.426
3254,PM54,,,,,,,,PS,847183.555,823915.583,22.3543330,114.2828330,Open marine water,"1982-07-12 00:00:00",N,N,2,3,230,,230,EWP5,"2004-05-14 00:00:00",1,847183.555,823915.583
3256,PM56,,,,,,,,PS,844916.588,825427.661,22.3680000,114.2608330,Open marine water,"1982-07-12 00:00:00",N,N,2,3,231,,231,EWP5,"2004-05-14 00:00:00",1,844916.588,825427.661
3257,PM57,,,,,,,,PS,845913.871,822733.655,22.3436670,114.2705000,Open marine water,"1982-07-12 00:00:00",N,N,2,3,232,,232,EWP5,"2004-05-14 00:00:00",1,845913.871,822733.655
3258,PM58,,,,,,,,PS,849965.857,822644.236,22.3428330,114.3098330,Open marine water,"1982-07-12 00:00:00",N,N,2,3,233,,233,EWP5,"2004-05-14 00:00:00",1,849965.857,822644.236
3259,PM59,,,,,,,,PS,,,,,Open marine water,"1982-07-12 00:00:00",N,N,2,3,234,,234,EWP5,"2004-05-14 00:00:00",1,,
3260,PM60,,,,,,,,PS,850356.897,827074.071,22.3828330,114.3136670,Open marine water,"1975-01-06 00:00:00",N,N,2,3,235,,235,EWP5,"2004-05-14 00:00:00",1,850356.897,827074.071
3261,PM61,,,,,,,,PS,846925.559,824635.203,22.3608330,114.2803330,Open marine water,"1975-01-06 00:00:00",N,N,2,3,236,,236,EWP5,"2004-05-14 00:00:00",1,846925.559,824635.203
3298,PM10A,,,,,,,,P2c,853283.046,819436.050,22.3138330,114.3420000,Open marine water,"1993-11-22 00:00:00",N,N,2,3,153,,153,EWP5,"2004-05-14 00:00:00",1,853283.046,819436.050
3299,PM10NA,,,,,,,,P2c,852423.506,820339.545,22.3220000,114.3336670,Open marine water,"1993-11-22 00:00:00",N,N,2,3,155,,155,EWP5,"2004-05-14 00:00:00",1,852423.506,820339.545
3301,JM1,,,,,,,,JB,844518.712,820142.867,22.3202780,114.2569440,Open marine water,"1981-04-30 00:00:00",N,N,2,4,8,,8,EWP5,"2004-05-14 00:00:00",1,844518.712,820142.867
3302,JM2,,,,,,,,JB,844748.121,819435.488,22.3138890,114.2591670,Open marine water,"1975-01-06 00:00:00",N,N,2,4,9,,9,EWP5,"2004-05-14 00:00:00",1,844748.121,819435.488
3303,JM3,JS2,JM3,JS2,,,,10,Jom,844931.712,816956.952,22.2915000,114.2609500,Open marine water,"1975-01-06 00:00:00",Y,Y,3,4,10,302,10,EWP5,"2004-05-14 00:00:00",1,844933.157,816956.308
3304,JM4,,,,,,,16,Jom,844453.128,815817.975,22.2812170,114.2563000,Open marine water,"1983-11-14 00:00:00",Y,Y,3,4,11,,11,EWP5,"2004-05-14 00:00:00",1,844454.529,815817.362
3311,JM11,,,,,,,,JB,845899.647,817732.004,22.2985000,114.2703330,Open marine water,"1991-03-07 00:00:00",N,N,2,4,187,,187,EWP5,"2004-05-14 00:00:00",1,845899.647,817732.004
3312,JM12,,,,,,,,JB,845899.680,817676.635,22.2980000,114.2703330,Open marine water,"1991-03-07 00:00:00",N,N,2,4,188,,188,EWP5,"2004-05-14 00:00:00",1,845899.680,817676.635
3313,JM13,,,,,,,,JB,845246.541,818636.015,22.3066670,114.2640000,Open marine water,"1991-03-07 00:00:00",N,N,2,4,189,,189,EWP5,"2004-05-14 00:00:00",1,845246.541,818636.015
3314,JM14,,,,,,,,JB,845212.196,818695.019,22.3072000,114.2636670,Open marine water,"1991-03-07 00:00:00",N,N,2,4,190,,190,EWP5,"2004-05-14 00:00:00",1,845212.196,818695.019
3321,JM21,,,,,,,,JB,846243.710,816923.836,22.2912000,114.2736670,Open marine water,"1991-03-07 00:00:00",N,N,2,4,191,,191,EWP5,"2004-05-14 00:00:00",1,846243.710,816923.836
3322,JM22,,,,,,,,JB,846191.957,817123.129,22.2930000,114.2731660,Open marine water,"1991-03-07 00:00:00",N,N,2,4,137,,137,EWP5,"2004-05-14 00:00:00",1,846191.957,817123.129
3323,JM23,,,,,,,,JB,846174.862,817104.626,22.2928330,114.2730000,Open marine water,"1991-03-07 00:00:00",N,N,2,4,138,,138,EWP5,"2004-05-14 00:00:00",1,846174.862,817104.626
3324,JM24,,,,,,,,JB,846226.525,816883.185,22.2908330,114.2735000,Open marine water,"1991-03-07 00:00:00",N,N,2,4,139,,139,EWP5,"2004-05-14 00:00:00",1,846226.525,816883.185
3351,JM51,,,,,,,,JB,845177.306,819558.744,22.3150000,114.2633330,Open marine water,"1981-04-30 00:00:00",N,N,2,4,192,,192,EWP5,"2004-05-14 00:00:00",1,845177.306,819558.744
3352,JM52,,,,,,,,JB,843872.636,818727.564,22.3075000,114.2506670,Open marine water,"1981-04-30 00:00:00",N,N,2,4,193,,193,EWP5,"2004-05-14 00:00:00",1,843872.636,818727.564
